direk,vote_averages,no. of entries,sum of scores,Rank (Vote average),Rank (Sum),Average Rank,Final Ranking
Eric Steel,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Aivars Freimanis,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
David R. Brooks,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Matthew George,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Bernardo Ruiz,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
David Osit,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Gary Davis,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Srijit Mukherji,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Jean Bach,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Marcus Lenz,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Lucy Hetherington,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Bruce Branit,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Director X.,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Nathaniel Kahn,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Junji Sakamoto,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Sonia Kennebeck,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Igor Auzins,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Ben Burtt,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Andrei Rostotsky,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Nathan Adloff,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Pierre Gill,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Eric Kissack,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Pierre Rehov,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Jennifer Harrington,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Rodrigo Blaas,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Rob Morrow,7.0,1,7.0,2550.5,8522.5,5536.5,5163.0
Robert Rossen,5.566666666666666,9,50.1,10169.0,905.0,5537.0,5382.0
Richard Boleslawski,5.614285714285715,7,39.300000000000004,9836.0,1246.0,5541.0,5383.0
Jamie Babbit,5.76,5,28.8,9191.5,1891.0,5541.25,5386.0
Rebecca Miller,5.76,5,28.8,9191.5,1891.0,5541.25,5386.0
Pere Portabella,5.76,5,28.8,9191.5,1891.0,5541.25,5386.0
George Albert Smith,5.76,5,28.8,9191.5,1891.0,5541.25,5386.0
Santiago Segura,5.76,5,28.8,9191.5,1891.0,5541.25,5386.0
Kazuo Mori,5.614285714285714,7,39.3,9837.0,1248.0,5542.5,5389.0
Andrzej Munk,5.76,5,28.799999999999997,9191.5,1896.5,5544.0,5390.0
Les Mayfield,5.6000000000000005,7,39.2,9849.5,1252.5,5551.0,5392.0
David Zucker,5.6000000000000005,7,39.2,9849.5,1252.5,5551.0,5392.0
Paul Weitz,5.6000000000000005,7,39.2,9849.5,1252.5,5551.0,5392.0
Vishnuvardhan,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Nicole Conn,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Li Yu,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Stephen Kessler,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Ruy Guerra,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Ken Scott,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Conrad Vernon,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Pradeep Sarkar,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Robert Sarkies,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Jesse Dylan,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Tom Green,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Q. Allan Brocka,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Megan Griffiths,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Paul Sloane,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Yevgeny Yufit,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Alexandre Bustillo,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Steve Sekely,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Albert Magnoli,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Preston A. Whitmore II,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Doug Walker,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Shaad Ali,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
Karen Oganesyan,6.0,3,18.0,7743.0,3373.5,5558.25,5404.5
William A. Wellman,5.390476190476191,42,226.40000000000003,11096.0,21.0,5558.5,5416.0
Sean Anders,5.8500000000000005,4,23.400000000000002,8694.0,2425.5,5559.75,5418.5
Fraser Clarke Heston,5.8500000000000005,4,23.400000000000002,8694.0,2425.5,5559.75,5418.5
Noel Black,5.8500000000000005,4,23.400000000000002,8694.0,2425.5,5559.75,5418.5
Ariel Vromen,5.8500000000000005,4,23.400000000000002,8694.0,2425.5,5559.75,5418.5
Burt Kennedy,5.466666666666666,15,81.99999999999999,10741.5,397.0,5569.25,5421.0
James Algar,5.544444444444444,9,49.9,10236.5,912.0,5574.25,5422.5
Gil Junger,5.544444444444444,9,49.9,10236.5,912.0,5574.25,5422.5
Roman Karimov,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
Barry Shear,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
Chris Menges,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
Lynn Shelton,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
Marco Risi,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
Charles Marquis Warren,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
David Zellner,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
Peter Hall,5.85,4,23.4,8722.5,2435.0,5578.75,5427.5
Wayne Wang,5.478571428571429,14,76.7,10728.0,437.5,5582.75,5432.0
Shari Springer Berman,5.533333333333334,9,49.800000000000004,10255.0,914.5,5584.75,5433.5
Jack Sholder,5.533333333333334,9,49.800000000000004,10255.0,914.5,5584.75,5433.5
Lionel Chetwynd,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Gavin Wiesen,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Josh Radnor,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Jonathan Sobol,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Francesca Archibugi,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Jon Shenk,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Gabriel Mascaro,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Tom Waller,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Art Linson,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Alexandru Solomon,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Juraj Jakubisko,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Hugo Haas,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Marc Esposito,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Zoltán Fábri,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Xavier Beauvois,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Michael O'Herlihy,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Fred Kelemen,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Osmany Rodriguez,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Pieter Kramer,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Blake Freeman,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Florian Cossen,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Graham Cutts,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Ricardo Maldonado,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Marilyn Agrelo,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Enid Zentelis,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Hélène Cattet,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
John Patrick Shanley,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Boudewijn Koole,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Joaquim Leitão,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Julie Gavras,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Sven Methling,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Thomas Michael Donnelly,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Fred Durst,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Frank Woodruff,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Brian Dannelly,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Nima Nourizadeh,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Roberto Gavaldón,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Johan van der Keuken,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Andrew Douglas,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Jérôme Bonnell,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Matt Johnson,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Andrew Birkin,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Jean-Jacques Zilbermann,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Patrick Keiller,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
René Manzor,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Jannik Hastrup,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Carl-Gustav Nykvist,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Rama Burshtein,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Douglas Trumbull,6.25,2,12.5,6219.0,4958.5,5588.75,5459.0
Henry King,5.396551724137932,29,156.50000000000003,11095.0,86.0,5590.5,5484.0
Irwin Allen,5.5875,8,44.7,10133.0,1053.5,5593.25,5485.0
Mario Monicelli,5.373333333333333,30,161.2,11112.0,75.0,5593.5,5486.0
Norman Foster,5.464285714285714,14,76.5,10750.0,441.0,5595.5,5487.0
Liv Ullmann,5.74,5,28.7,9292.0,1899.5,5595.75,5488.0
Abel Gance,5.683333333333334,6,34.1,9679.5,1536.5,5608.0,5489.5
Piers Haggard,5.683333333333334,6,34.1,9679.5,1536.5,5608.0,5489.5
Daniel Petrie,5.413333333333332,15,81.19999999999999,10831.0,401.5,5616.25,5491.0
Anatole Litvak,5.369230769230769,26,139.6,11118.0,115.0,5616.5,5492.0
Jim Mickle,5.825,4,23.3,8791.0,2444.5,5617.75,5495.0
Jerry London,5.825,4,23.3,8791.0,2444.5,5617.75,5495.0
Jeffrey Hornaday,5.825,4,23.3,8791.0,2444.5,5617.75,5495.0
Peter DeLuise,5.825,4,23.3,8791.0,2444.5,5617.75,5495.0
Coky Giedroyc,5.825,4,23.3,8791.0,2444.5,5617.75,5495.0
Tommy Chong,5.720000000000001,5,28.6,9342.5,1904.0,5623.25,5499.5
Paul Michael Glaser,5.720000000000001,5,28.6,9342.5,1904.0,5623.25,5499.5
Akihiko Shiota,5.720000000000001,5,28.6,9342.5,1904.0,5623.25,5499.5
Richard Glatzer,5.720000000000001,5,28.6,9342.5,1904.0,5623.25,5499.5
Hy Averback,5.824999999999999,4,23.299999999999997,8796.0,2451.5,5623.75,5504.0
Christian Charles,5.824999999999999,4,23.299999999999997,8796.0,2451.5,5623.75,5504.0
Krishna D.K.,5.824999999999999,4,23.299999999999997,8796.0,2451.5,5623.75,5504.0
Xavier Giannoli,5.824999999999999,4,23.299999999999997,8796.0,2451.5,5623.75,5504.0
Eric Valette,5.824999999999999,4,23.299999999999997,8796.0,2451.5,5623.75,5504.0
Franck Khalfoun,5.72,5,28.599999999999998,9345.0,1908.0,5626.5,5507.0
Kevin Brownlow,5.666666666666667,6,34.0,9713.0,1544.0,5628.5,5509.0
Chor Yuen,5.666666666666667,6,34.0,9713.0,1544.0,5628.5,5509.0
Tokuzô Tanaka,5.666666666666667,6,34.0,9713.0,1544.0,5628.5,5509.0
Richard Thorpe,5.307499999999999,40,212.29999999999998,11231.0,28.0,5629.5,5511.0
Joe Camp,5.700000000000001,5,28.500000000000004,9361.0,1910.5,5635.75,5512.0
Michel Deville,5.800000000000001,4,23.200000000000003,8819.5,2455.0,5637.25,5513.0
Gordon Douglas,5.315151515151515,33,175.4,11226.0,57.5,5641.75,5514.0
Lewis Milestone,5.36086956521739,23,123.29999999999998,11133.0,160.0,5646.5,5515.0
David Miller,5.491666666666667,12,65.9,10721.0,574.5,5647.75,5516.0
John Irvin,5.3761904761904775,21,112.90000000000002,11104.0,202.0,5653.0,5517.0
Mark Rosman,5.5375,8,44.3,10247.0,1073.5,5660.25,5518.0
Anees Bazmee,5.6499999999999995,6,33.9,9784.0,1548.5,5666.25,5519.5
Dito Montiel,5.6499999999999995,6,33.9,9784.0,1548.5,5666.25,5519.5
Nikita Mikhalkov,5.458333333333333,12,65.5,10756.0,587.0,5671.5,5521.0
Stephen Poliakoff,5.525,8,44.2,10276.0,1076.5,5676.25,5522.5
Rob Zombie,5.525,8,44.2,10276.0,1076.5,5676.25,5522.5
Harley Cokeliss,5.633333333333333,6,33.8,9805.0,1554.5,5679.75,5524.5
Frank Henenlotter,5.633333333333333,6,33.8,9805.0,1554.5,5679.75,5524.5
Mikko Niskanen,5.5125,8,44.1,10288.5,1079.5,5684.0,5526.0
George Fitzmaurice,5.512499999999999,8,44.099999999999994,10290.0,1081.0,5685.5,5527.0
Joe Carnahan,5.500000000000001,8,44.00000000000001,10294.0,1082.0,5688.0,5528.0
Dwight H. Little,5.585714285714286,7,39.1,10134.0,1259.5,5696.75,5529.0
Alfred L. Werker,5.616666666666667,6,33.7,9832.5,1562.0,5697.25,5530.5
Yukihiko Tsutsumi,5.616666666666667,6,33.7,9832.5,1562.0,5697.25,5530.5
Peter Hewitt,5.499999999999999,11,60.49999999999999,10719.5,679.0,5699.25,5532.0
Michael Corrente,5.616666666666666,6,33.699999999999996,9834.0,1568.5,5701.25,5533.0
Craig R. Baxley,5.472727272727273,11,60.199999999999996,10731.0,686.0,5708.5,5534.0
Marek Koterski,5.571428571428571,7,39.0,10149.0,1268.5,5708.75,5535.0
Olivier Megaton,5.6000000000000005,6,33.6,9849.5,1571.5,5710.5,5536.0
Eugenio Martín,5.7,5,28.5,9507.5,1916.0,5711.75,5539.0
Robert Stone,5.7,5,28.5,9507.5,1916.0,5711.75,5539.0
Karyn Kusama,5.7,5,28.5,9507.5,1916.0,5711.75,5539.0
Daniel Myrick,5.7,5,28.5,9507.5,1916.0,5711.75,5539.0
Roberto Faenza,5.7,5,28.5,9507.5,1916.0,5711.75,5539.0
Robert Day,5.408333333333332,12,64.89999999999999,10833.0,601.0,5717.0,5542.0
Russell Mulcahy,5.347368421052632,19,101.60000000000001,11189.0,255.0,5722.0,5543.0
Christian E. Christiansen,5.8,4,23.2,8987.0,2459.0,5723.0,5544.5
Stephen Norrington,5.8,4,23.2,8987.0,2459.0,5723.0,5544.5
Felix E. Feist,5.557142857142857,7,38.9,10184.0,1274.0,5729.0,5546.0
Rod Blackhurst,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
J. Clay Tweel,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Richard Kern,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
David Gleeson,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Cameron Cairnes,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Kambuzia Partovi,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Dana Nachman,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Sam Taylor-Johnson,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Jamie Mitchell,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Riri Riza,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Kevin Tancharoen,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Peter Orton,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Jean Flynn,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Julie Bertuccelli,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Nicolas Bary,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Surender Reddy,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Brian Klugman,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Agnès Merlet,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Rupert Murray,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Junji Nishimura,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Lajos Koltai,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Clara Law,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Philippa Lowthorpe,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Ranjith Sankar,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Michael Herbig,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Stephen Bradley,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Igor Kovalyov,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Tristram Shapeero,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Jalil Lespert,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Peter Lord,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Arvin Chen,6.2,2,12.4,6467.0,5004.5,5735.75,5562.0
Ron Oliver,5.38,15,80.7,11101.5,406.0,5753.75,5578.0
Menahem Golan,5.542857142857144,7,38.800000000000004,10238.0,1277.5,5757.75,5579.0
John Gray,5.542857142857143,7,38.8,10239.5,1281.5,5760.5,5580.5
Bud Yorkin,5.542857142857143,7,38.8,10239.5,1281.5,5760.5,5580.5
Nathan H. Juran,5.373333333333332,15,80.59999999999998,11113.0,409.0,5761.0,5582.0
Anthony Leondis,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Christine Jeffs,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Tom Mankiewicz,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Boris Stepantsev,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Catherine Corsini,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Levan Gabriadze,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Elliott Lester,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
David Molina,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Walter Grauman,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Rodrigo Plá,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Carter Smith,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Reggie Rock Bythewood,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Maurício Farias,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
David Trueba,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Robert Montgomery,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Craig Zobel,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Wiktor Grodecki,5.966666666666666,3,17.9,8129.0,3396.5,5762.75,5591.0
Peter Werner,5.528571428571429,7,38.7,10268.0,1284.5,5776.25,5600.0
Russell Rouse,5.528571428571428,7,38.699999999999996,10269.5,1287.0,5778.25,5601.5
Adam Rifkin,5.528571428571428,7,38.699999999999996,10269.5,1287.0,5778.25,5601.5
Larry Cohen,5.371428571428572,14,75.2,11116.0,453.5,5784.75,5603.0
Stephen Gyllenhaal,5.45,10,54.5,10776.0,795.0,5785.5,5604.0
Stuart Heisler,5.331250000000001,16,85.30000000000001,11215.0,360.0,5787.5,5605.0
Michael Curtiz,5.26,65,341.9,11593.5,4.0,5798.75,5606.0
Pietro Germi,5.4399999999999995,10,54.39999999999999,10807.5,797.5,5802.5,5607.0
Luke Greenfield,5.799999999999999,4,23.199999999999996,9146.0,2463.0,5804.5,5609.0
José Ferrer,5.68,5,28.4,9684.5,1924.5,5804.5,5609.0
Ringo Lam,5.68,5,28.4,9684.5,1924.5,5804.5,5609.0
Semih Kaplanoğlu,5.775,4,23.1,9159.0,2466.5,5812.75,5612.0
Gene Wilder,5.775,4,23.1,9159.0,2466.5,5812.75,5612.0
Steve Pink,5.775,4,23.1,9159.0,2466.5,5812.75,5612.0
Isaac Florentine,5.488888888888889,9,49.4,10722.0,928.0,5825.0,5622.5
Aluizio Abranches,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Lesli Linka Glatter,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Roger Avary,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Jukka Kärkkäinen,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Jeremy Leven,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Francesco Bruni,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Mike Fleiss,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Aleksandr Melnik,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
David Evans,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Mario Martone,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Ted Braun,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Courteney Cox,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Derrick Borte,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Cyril Frankel,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Anthony Fabian,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Lee Kirk,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
Nicolas Benamou,6.199999999999999,2,12.399999999999999,6619.0,5031.0,5825.0,5622.5
David Wain,5.660000000000001,5,28.300000000000004,9730.0,1928.0,5829.0,5632.0
Togan Gökbakar,5.66,5,28.3,9731.0,1930.5,5830.75,5633.0
Fyodor Bondarchuk,5.659999999999999,5,28.299999999999997,9732.0,1934.0,5833.0,5634.0
Maurice Tourneur,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Mårten Klingberg,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Marco Brambilla,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Todd Stephens,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Attila Dargay,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Des McAnuff,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Tomas Villum Jensen,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Charles Brabin,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Elizabeth Allen Rosenbaum,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Yan Frid,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Karim Dridi,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Sebastian Niemann,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Staffan Lindberg,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Jonas Åkerlund,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Yim Ho,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Rajiv Rai,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Lance Daly,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Arnaud Larrieu,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
David Moreau,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Dean Alioto,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Michel Franco,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Ross McElwee,5.933333333333334,3,17.8,8259.5,3419.5,5839.5,5645.5
Nick Castle,5.455555555555556,9,49.1,10760.0,934.5,5847.25,5657.0
Danny Pang,5.455555555555555,9,49.099999999999994,10761.0,936.0,5848.5,5658.0
Sergey Loznitsa,5.383333333333333,12,64.6,11098.5,606.0,5852.25,5659.0
Marcus Dunstan,5.933333333333333,3,17.799999999999997,8272.5,3432.5,5852.5,5660.5
Lloyd Kramer,5.933333333333333,3,17.799999999999997,8272.5,3432.5,5852.5,5660.5
William Dear,5.346153846153846,13,69.5,11190.0,518.5,5854.25,5662.0
Terry Miles,5.583333333333333,6,33.5,10136.0,1576.0,5856.0,5664.0
Yash Chopra,5.583333333333333,6,33.5,10136.0,1576.0,5856.0,5664.0
James Hawes,5.583333333333333,6,33.5,10136.0,1576.0,5856.0,5664.0
Alberto Lattuada,5.338461538461539,13,69.4,11198.0,521.0,5859.5,5666.0
Roy Allen Smith,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Jon Knautz,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Charles Stone III,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Don Roos,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Stewart Hendler,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Roger Nygard,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
David S. Goyer,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Joseph Kuo,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Michael Carreras,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Damon Santostefano,5.75,4,23.0,9241.5,2478.0,5859.75,5671.5
Walter Lang,5.286956521739131,23,121.60000000000001,11565.0,167.0,5866.0,5677.0
Craig Pryce,5.64,5,28.2,9793.5,1940.5,5867.0,5678.5
Olivier Ducastel,5.64,5,28.2,9793.5,1940.5,5867.0,5678.5
Fausto Brizzi,5.566666666666667,6,33.400000000000006,10155.0,1581.5,5868.25,5681.0
Jay Chandrasekhar,5.566666666666667,6,33.400000000000006,10155.0,1581.5,5868.25,5681.0
Nick Gomez,5.566666666666667,6,33.400000000000006,10155.0,1581.5,5868.25,5681.0
Pål Sletaune,5.900000000000001,3,17.700000000000003,8302.5,3434.5,5868.5,5683.5
Sam Wanamaker,5.900000000000001,3,17.700000000000003,8302.5,3434.5,5868.5,5683.5
George B. Seitz,5.323076923076922,13,69.19999999999999,11223.0,525.5,5874.25,5685.0
Raja Gosnell,5.433333333333334,9,48.9,10814.0,941.0,5877.5,5686.5
John Milius,5.433333333333334,9,48.9,10814.0,941.0,5877.5,5686.5
Gary Sherman,5.566666666666666,6,33.4,10169.0,1588.0,5878.5,5690.0
Indra Kumar,5.566666666666666,6,33.4,10169.0,1588.0,5878.5,5690.0
Fernando E. Solanas,5.566666666666666,6,33.4,10169.0,1588.0,5878.5,5690.0
William Fruet,5.566666666666666,6,33.4,10169.0,1588.0,5878.5,5690.0
Paul Weiland,5.566666666666666,6,33.4,10169.0,1588.0,5878.5,5690.0
